rank_approx,school_name,city,state,public_private,admissions_homepage_url,common_data_set_url,catalog_programs_url,deadlines_url,url_verification_status,rank_confidence
116,Washington State University,Pullman,WA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Andrews University,Berrien Springs,MI,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Ball State University,Muncie,IN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Bowling Green State University,Bowling Green,OH,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Catholic University of America,Washington,DC,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Clarkson University,Potsdam,NY,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Duquesne University,Pittsburgh,PA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,East Carolina University,Greenville,NC,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Florida Atlantic University,Boca Raton,FL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,George Mason University,Fairfax,VA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Georgia State University,Atlanta,GA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Idaho State University,Pocatello,ID,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Illinois State University,Normal,IL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Indiana University-Purdue University Indianapolis,Indianapolis,IN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Kent State University,Kent,OH,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Loyola University Chicago,Chicago,IL,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Montclair State University,Montclair,NJ,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Morgan State University,Baltimore,MD,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,North Dakota State University,Fargo,ND,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Northern Arizona University,Flagstaff,AZ,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Old Dominion University,Norfolk,VA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Pace University,New York,NY,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Saint Joseph's University,Philadelphia,PA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,South Dakota State University,Brookings,SD,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Southern Illinois University Carbondale,Carbondale,IL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,SUNY College of Environmental Science and Forestry,Syracuse,NY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Texas State University,San Marcos,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University at Albany,Albany,NY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Alabama in Huntsville,Huntsville,AL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Arkansas,Fayetteville,AR,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Idaho,Moscow,ID,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Kentucky,Lexington,KY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Louisiana at Lafayette,Lafayette,LA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Louisville,Louisville,KY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Maine,Orono,ME,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Massachusetts Boston,Boston,MA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Massachusetts Lowell,Lowell,MA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Memphis,Memphis,TN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Mississippi,Oxford,MS,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Montana,Missoula,MT,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,"University of Nevada, Las Vegas",Las Vegas,NV,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,"University of Nevada, Reno",Reno,NV,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of New Mexico,Albuquerque,NM,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of New Orleans,New Orleans,LA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of North Dakota,Grand Forks,ND,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of North Texas,Denton,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Rhode Island,Kingston,RI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of South Alabama,Mobile,AL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of South Dakota,Vermillion,SD,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of South Florida,Tampa,FL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Southern Mississippi,Hattiesburg,MS,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Texas at Arlington,Arlington,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Texas at Dallas,Richardson,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Texas at San Antonio,San Antonio,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Toledo,Toledo,OH,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Wisconsin-Milwaukee,Milwaukee,WI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,University of Wyoming,Laramie,WY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Utah State University,Logan,UT,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Virginia Commonwealth University,Richmond,VA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,West Virginia University,Morgantown,WV,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Western Michigan University,Kalamazoo,MI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Wichita State University,Wichita,KS,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Widener University,Chester,PA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
140,Yeshiva University,New York,NY,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"중간(순위 정밀도 낮음, 학교명은 비교적 확실)"
200,Abilene Christian University,Abilene,TX,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Alabama A&M University,Normal,AL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Alliant International University,San Diego,CA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Appalachian State University,Boone,NC,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Augusta University,Augusta,GA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Azusa Pacific University,Azusa,CA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Barry University,Miami,FL,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Bradley University,Peoria,IL,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Cal Poly Pomona,Pomona,CA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,California Baptist University,Riverside,CA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,"California State University, Fullerton",Fullerton,CA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,"California State University, Long Beach",Long Beach,CA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Central Michigan University,Mount Pleasant,MI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Coastal Carolina University,Conway,SC,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Colorado Technical University,Colorado Springs,CO,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Delaware State University,Dover,DE,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,East Tennessee State University,Johnson City,TN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Eastern Michigan University,Ypsilanti,MI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Fairleigh Dickinson University,Teaneck,NJ,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Ferris State University,Big Rapids,MI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Florida A&M University,Tallahassee,FL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Fort Hays State University,Hays,KS,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Frostburg State University,Frostburg,MD,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Georgia Southern University,Statesboro,GA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Grand Canyon University,Phoenix,AZ,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Hampton University,Hampton,VA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Immaculata University,Malvern,PA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Jackson State University,Jackson,MS,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Jacksonville State University,Jacksonville,AL,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Kean University,Union,NJ,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Lamar University,Beaumont,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Liberty University,Lynchburg,VA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Lindenwood University,St. Charles,MO,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Louisiana Tech University,Ruston,LA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Marshall University,Huntington,WV,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Maryville University of St. Louis,St. Louis,MO,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Missouri State University,Springfield,MO,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Missouri University of Science and Technology,Rolla,MO,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Murray State University,Murray,KY,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,National University,San Diego,CA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,New Mexico State University,Las Cruces,NM,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Nicholls State University,Thibodaux,LA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Nova Southeastern University,Fort Lauderdale,FL,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Oakland University,Rochester,MI,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Ohio Christian University,Circleville,OH,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Prairie View A&M University,Prairie View,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Radford University,Radford,VA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Regent University,Virginia Beach,VA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Sam Houston State University,Huntsville,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,San Diego State University,San Diego,CA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,San Jose State University,San Jose,CA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Seattle Pacific University,Seattle,WA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Seattle University,Seattle,WA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Shenandoah University,Winchester,VA,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,South Carolina State University,Orangeburg,SC,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Southeastern Louisiana University,Hammond,LA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Southern Arkansas University,Magnolia,AR,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Southern University and A&M College,Baton Rouge,LA,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Spalding University,Louisville,KY,Private,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Stephen F. Austin State University,Nacogdoches,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Tarleton State University,Stephenville,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Tennessee State University,Nashville,TN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Tennessee Technological University,Cookeville,TN,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Texas A&M University-Commerce,Commerce,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Texas A&M University-Corpus Christi,Corpus Christi,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Texas Southern University,Houston,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
200,Texas Woman's University,Denton,TX,Public,미검증(추정),미검증(추정),미검증(추정),미검증(추정),미검증 - 세션 내 라이브 확인 안함,"매우낮음(순위 불명·National Universities 분류 여부 불확실, 참고용 명단)"
